PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000204584.1.wgt.RDat	RP11-304F15.3	17	47923272	47926199	0.510510	rs11658176	 2.60	rs16948388	 2.96e-01	 10.53	 0.3670	424	 51	enet	 3.16e-01	3.13e-32	 1.17904	0.238381
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000204650.9.wgt.RDat	CRHR1-IT1	17	43697694	43725582	0.317040	rs11657325	 2.53	rs17689471	 4.26e-01	 12.69	 1.2008	 93	  4	lasso	 4.31e-01	6.79e-47	 1.20008	0.230108
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000204815.4.wgt.RDat	TTC25	17	40086888	40117648	0.004321	rs8081580	-2.58	rs2071612	-1.42e-04	 -2.89	-0.3929	402	  7	enet	 2.84e-03	1.54e-01	 0.38228	0.702253
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000205020.7.wgt.RDat	CCL4L1	17	34538310	34540280	0.444294	rs7223386	 2.25	rs7208788	 6.25e-02	  4.92	-0.0689	299	299	blup	 9.52e-02	8.78e-10	 0.30659	0.759153
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000205021.9.wgt.RDat	CCL3L1	17	34623842	34625731	0.215608	rs6607342	-2.33	rs8064426	 2.28e-02	 -5.23	-0.2500	319	  4	lasso	 2.56e-02	1.20e-03	 0.07776	0.938019
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000205045.4.wgt.RDat	SLFN12L	17	33800708	33864880	0.097866	rs11080335	 2.07	rs11867191	 2.03e-02	  4.03	 0.4091	406	  9	enet	 2.50e-02	1.37e-03	 0.29222	0.770116
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000205309.9.wgt.RDat	NT5M	17	17206649	17250977	0.548375	rs3818716	 2.33	rs16961474	 4.01e-01	 12.33	 1.2872	412	  7	lasso	 4.23e-01	7.13e-46	 0.78064	0.435013
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000205710.3.wgt.RDat	C17orf107	17	 4802713	 4806227	0.206254	rs4790235	-3.31	rs8070572	 1.73e-01	  8.11	 0.9764	443	  4	lasso	 1.71e-01	7.16e-17	 0.80181	0.422665
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000212719.6.wgt.RDat	C17orf51	17	21428051	21454943	0.167045	rs7213608	 2.45	rs11654214	 6.89e-02	 -5.34	-1.1741	164	  5	lasso	 6.07e-02	1.03e-06	 1.03425	0.301018
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000213077.5.wgt.RDat	FAM106A	17	18427880	18430160	0.144754	rs16941466	-2.21	rs584300	 5.45e-02	  5.74	 0.5025	293	293	blup	 7.92e-02	2.40e-08	-0.57817	0.563153
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000213246.2.wgt.RDat	SUPT4H1	17	56422539	56429022	0.108641	rs753048	-2.42	rs13414	 1.59e-02	 -3.79	-0.2659	346	  3	lasso	 1.67e-02	7.54e-03	-0.34812	0.727753
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000213373.3.wgt.RDat	LINC00671	17	41026687	41050751	0.076489	rs9911630	 2.66	rs11079387	 7.91e-03	 -3.44	 0.5146	252	 15	enet	 1.49e-02	1.08e-02	-0.75032	0.453063
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000213876.4.wgt.RDat	RPL7AP64	17	 7044249	 7044911	0.067999	rs17882626	-3.45	rs4796383	 4.28e-04	 -3.44	-1.6108	501	  3	lasso	-7.76e-04	3.98e-01	 1.57585	0.115059
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000213977.3.wgt.RDat	TAX1BP3	17	 3566196	 3571976	0.188034	rs8068804	 3.36	rs2235107	 9.12e-02	  6.05	 0.8025	531	  5	lasso	 6.61e-02	3.42e-07	 1.20598	0.227824
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214087.4.wgt.RDat	ARL16	17	79648204	79650954	0.706047	rs1531554	 2.16	rs11150805	 5.73e-01	-14.57	 1.6803	327	 24	enet	 5.64e-01	3.48e-68	-1.64528	0.099913
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214174.4.wgt.RDat	AMZ2P1	17	62962668	62971694	0.426223	rs8066556	-2.49	rs35020254	 3.86e-01	 12.03	 0.2000	293	  5	lasso	 3.70e-01	8.59e-39	 0.18090	0.856447
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214176.5.wgt.RDat	PLEKHM1P	17	62775377	62833272	0.047292	rs7214643	-2.53	rs11871616	 3.93e-02	  4.67	 1.6231	262	  4	enet	 3.99e-02	6.80e-05	 1.94067	0.052299
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214226.4.wgt.RDat	C17orf67	17	54869274	54916134	0.049927	rs17760525	-2.56	rs17822462	 9.79e-03	 -3.60	 0.9359	459	  4	lasso	 3.08e-03	1.45e-01	-1.35989	0.173866
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214401.4.wgt.RDat	KANSL1-AS1	17	44270942	44274089	0.345658	rs242936	-1.54	rs17689471	 5.32e-01	 14.11	 1.2008	 29	 14	enet	 5.41e-01	4.21e-64	 1.18747	0.235043
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214425.2.wgt.RDat	LRRC37A4P	17	43578685	43627701	0.592944	rs11657325	 2.53	rs16940665	 6.21e-01	-15.30	 1.2427	138	 29	enet	 6.35e-01	2.20e-82	-1.23179	0.218028
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214708.4.wgt.RDat	AC090616.2	17	30468245	30470154	0.016409	rs12940215	 2.67	rs7208838	-2.27e-03	 -3.07	-1.4905	310	  6	enet	-1.23e-03	4.59e-01	 1.13632	0.255823
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214832.4.wgt.RDat	UPF3AP2	17	20278682	20280153	0.040032	rs12452993	-1.54	rs17686798	 5.17e-04	  3.35	-1.0149	180	180	blup	 5.04e-03	9.18e-02	-0.51331	0.607737
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214941.3.wgt.RDat	ZSWIM7	17	15879874	15897144	0.167421	rs1971159	-3.30	rs4792644	 4.13e-03	  4.01	 0.2902	277	277	blup	 2.21e-02	2.47e-03	 0.74339	0.457243
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000214999.3.wgt.RDat	AC129492.6	17	 7983260	 7984883	0.020577	NA	   NA	NA	       NA	    NA	     NA	  0	  0	enet	 2.29e-02	2.11e-03	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000215030.4.wgt.RDat	RPL13P12	17	17286691	17287326	0.064650	rs3818716	 2.33	rs4985721	-2.58e-03	  3.01	 0.2525	433	433	blup	 4.68e-03	9.97e-02	 0.89456	0.371022
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000215041.5.wgt.RDat	NEURL4	17	 7218947	 7232712	0.053945	rs17882626	-3.45	rs2047803	 4.12e-02	 -4.26	 0.5403	465	  3	lasso	 2.06e-02	3.38e-03	-0.58514	0.558456
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000215067.5.wgt.RDat	AC027763.2	17	 6779954	 6915668	0.085782	rs17882626	-3.45	rs434473	 2.34e-02	 -5.24	 1.9752	504	  3	lasso	 3.36e-02	2.41e-04	-1.90185	0.057190
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000215769.4.wgt.RDat	hsa-mir-6080	17	62745781	62778117	0.002181	rs7214643	-2.53	rs16961958	 2.42e-02	 -3.13	-0.5130	247	  1	lasso	 2.05e-02	3.44e-03	 0.51301	0.607947
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000220161.4.wgt.RDat	RP1-37N7.3	17	18314473	18317694	0.010470	rs16941466	-2.21	rs4924927	-2.63e-03	 -2.84	-0.8770	264	264	blup	-5.13e-04	3.68e-01	 0.56807	0.569985
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000220205.4.wgt.RDat	VAMP2	17	 8062467	 8066864	0.060206	rs1348325	 2.83	rs4130509	 1.86e-03	 -2.91	 1.6274	444	  1	lasso	-2.37e-04	3.40e-01	-1.62736	0.103661
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000221025.1.wgt.RDat	MIR1250	17	79106996	79107108	0.049836	rs1531554	 2.16	rs4969259	-1.95e-03	  3.57	 0.6418	428	428	blup	 6.82e-04	2.64e-01	-0.29479	0.768151
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000221926.7.wgt.RDat	TRIM16	17	15531274	15587625	0.039300	rs1971159	-3.30	rs498213	 2.35e-02	 -3.63	 0.4034	355	  2	lasso	 1.40e-02	1.30e-02	-0.32905	0.742120
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000221995.4.wgt.RDat	TIAF1	17	27401933	27405875	0.115965	rs8614	-2.70	rs1388175	 3.87e-02	  4.59	 1.8050	325	  5	lasso	 6.00e-02	1.18e-06	 1.29680	0.194699
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000223878.1.wgt.RDat	AC005517.3	17	15410180	15410668	0.000720	NA	   NA	NA	       NA	    NA	     NA	  0	  0	lasso	-7.36e-04	3.93e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000224298.2.wgt.RDat	AC069363.1	17	34400226	34417331	0.050148	rs2735835	 2.08	rs17638867	-2.73e-03	  2.82	 0.1304	277	277	blup	 5.95e-03	7.46e-02	 0.89941	0.368436
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000224383.3.wgt.RDat	C17orf72	17	62078444	62081664	0.100017	rs7214643	-2.53	rs11079520	 4.76e-02	 -4.92	 1.5865	314	  2	lasso	 4.44e-02	2.74e-05	-1.61752	0.105767
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000224505.2.wgt.RDat	AC002117.1	17	43236697	43238877	0.032905	rs11657325	 2.53	rs12601398	 1.69e-02	  3.36	-1.9373	280	  1	lasso	 1.22e-02	1.93e-02	-1.93728	0.052711
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000224738.1.wgt.RDat	AC099850.1	17	57184283	57195628	0.015280	rs1451506	 3.04	rs8082544	 3.14e-03	 -3.20	-1.4098	289	  1	lasso	 2.20e-03	1.79e-01	 1.40976	0.158611
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000224877.3.wgt.RDat	C17orf89	17	79213039	79215081	0.240275	rs1531554	 2.16	rs3803767	 1.34e-01	  7.17	 0.3867	436	  4	lasso	 1.29e-01	7.16e-13	 0.43598	0.662849
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000225190.4.wgt.RDat	PLEKHM1	17	43513266	43568115	0.067970	rs11657325	 2.53	rs8070447	-1.16e-04	  3.62	 0.2012	162	162	blup	 3.74e-02	1.12e-04	-0.84949	0.395607
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000225663.3.wgt.RDat	FAM195B	17	79780287	79791178	0.065868	rs7406439	-2.74	rs9905639	-2.67e-03	  2.94	-0.5857	287	287	blup	 2.03e-02	3.56e-03	-0.89724	0.369593
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000226137.3.wgt.RDat	BAIAP2-AS1	17	79002933	79008501	0.253345	rs9890502	 2.69	rs4969349	 1.56e-01	  7.75	-1.1192	454	  5	lasso	 1.59e-01	1.09e-15	-1.06435	0.287170
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000226981.2.wgt.RDat	ABHD17AP6	17	20717933	20747570	0.063391	rs11204324	-2.26	rs2993367	 3.93e-03	  3.42	-0.2767	194	194	blup	 6.27e-03	6.95e-02	 0.25757	0.796740
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000227495.1.wgt.RDat	AC109333.10	17	 4922509	 4923388	0.021960	rs4790235	-3.31	rs9898431	-7.91e-04	  3.49	 0.8821	433	  1	lasso	 7.41e-03	5.40e-02	 0.88208	0.377736
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000228696.4.wgt.RDat	ARL17B	17	44352150	44439130	0.466301	rs1373089	 2.51	rs2074404	 1.63e-03	 -3.66	 0.8297	 61	 11	enet	 1.07e-01	8.17e-11	-1.36021	0.173762
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000228782.3.wgt.RDat	MRPL45P2	17	45527934	45569858	0.084958	rs11651753	 3.21	rs11871606	 7.34e-02	  5.63	-0.1960	358	 20	enet	 7.87e-02	2.61e-08	-0.17754	0.859084
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000229590.2.wgt.RDat	MSX2P1	17	56234389	56235161	0.056936	rs6503829	 2.64	rs8071251	 5.39e-02	 -4.68	-0.9266	430	  2	lasso	 4.07e-02	5.71e-05	 0.92698	0.353935
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000230055.2.wgt.RDat	CISD3	17	36886488	36890149	0.009967	NA	   NA	NA	       NA	    NA	     NA	  0	  0	lasso	 1.08e-02	2.58e-02	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000230148.4.wgt.RDat	HOXB-AS1	17	46621713	46628610	0.062827	rs2938484	-2.84	rs8071207	 3.83e-02	 -4.82	-0.0042	412	 13	enet	 3.41e-02	2.16e-04	-0.76021	0.447131
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000230709.1.wgt.RDat	AC104024.1	17	16879313	16884667	0.001318	rs3818716	 2.33	rs11652968	-2.03e-03	  3.32	 1.1407	367	  1	lasso	 2.22e-03	1.79e-01	 1.14074	0.253978
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000230897.1.wgt.RDat	RPS18P12	17	14608393	14608851	0.010835	rs9890008	 3.38	rs2075442	-2.39e-03	 -2.92	-0.5973	675	675	blup	 8.90e-03	3.89e-02	-0.81245	0.416535
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000231027.1.wgt.RDat	AC079325.6	17	72556855	72563482	0.634234	rs783250	-2.95	rs8076892	 3.49e-01	 11.36	 2.0212	485	 32	enet	 4.25e-01	4.67e-46	 2.02525	0.042842
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000231595.1.wgt.RDat	AC005224.2	17	14113805	14121239	0.086655	rs9890008	 3.38	rs3785686	-2.04e-04	 -3.03	 0.3974	635	  1	lasso	 1.09e-03	2.38e-01	-0.39738	0.691087
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000232457.3.wgt.RDat	SLC16A6P1	17	62949795	62952664	0.067116	NA	   NA	NA	       NA	    NA	     NA	  0	  0	enet	-8.38e-04	4.06e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000232859.5.wgt.RDat	LYRM9	17	26205340	26220409	0.103866	rs8069132	-3.85	rs4796172	 8.63e-03	 -4.36	 0.9646	312	 10	enet	 3.88e-02	8.42e-05	-0.91128	0.362146
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000232938.2.wgt.RDat	AC139099.3	17	81174666	81188573	0.011907	rs8066848	-3.35	rs9897919	-2.51e-03	  2.80	 0.2857	190	190	blup	-1.89e-03	5.80e-01	 0.14012	0.888567
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000233175.2.wgt.RDat	CTD-2020K17.3	17	43315395	43319101	0.107135	rs11657325	 2.53	rs17685379	-4.35e-04	 -3.02	 1.3138	259	259	blup	 1.23e-02	1.89e-02	-1.68236	0.092500
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000233327.6.wgt.RDat	USP32P2	17	18414576	18426609	0.353321	rs16941466	-2.21	rs7222009	 1.72e-01	  8.03	 0.5000	294	 32	enet	 2.74e-01	1.73e-27	-0.37388	0.708490
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000233483.2.wgt.RDat	CTD-2020K17.4	17	43322553	43326203	0.136927	rs11657325	 2.53	rs8065345	 6.12e-02	 -4.86	 0.5323	258	  3	lasso	 6.02e-02	1.13e-06	-1.12202	0.261855
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000234327.3.wgt.RDat	AC012146.7	17	 5014763	 5017674	0.111907	rs4790235	-3.31	rs3887446	 6.68e-02	 -5.25	 0.4596	430	  2	lasso	 5.26e-02	5.20e-06	-0.43721	0.661960
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000234494.3.wgt.RDat	AC003665.1	17	45974696	46018776	0.007601	rs11651753	 3.21	rs12451815	-2.43e-03	  2.61	 0.7373	376	376	blup	-2.36e-03	7.11e-01	 0.74715	0.454975
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000234912.5.wgt.RDat	LINC00338	17	75084755	75091068	0.044636	rs16967347	 2.86	rs2280271	 4.45e-02	 -4.52	-0.1079	576	  2	lasso	 6.79e-02	2.37e-07	-0.30050	0.763798
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000235530.2.wgt.RDat	AC087294.2	17	21121402	21133348	0.011808	rs7213608	 2.45	rs8080379	 6.84e-03	  3.48	 0.6125	216	  1	lasso	 2.50e-03	1.67e-01	 0.61246	0.540235
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000236002.3.wgt.RDat	CTB-75G16.1	17	34930301	34931164	0.114070	rs17138092	 2.84	rs9906092	 7.25e-03	 -3.60	 0.4095	313	  4	enet	 8.94e-03	3.86e-02	 0.23224	0.816355
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000236088.5.wgt.RDat	COX10-AS1	17	13659795	13972812	0.010550	rs9890008	 3.38	rs7210506	 4.50e-03	  3.44	-0.5670	595	  1	lasso	 3.09e-05	3.15e-01	-0.56701	0.570707
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000236194.2.wgt.RDat	AC003104.1	17	40422535	40424701	0.021668	rs28716426	-2.19	rs4239268	-2.25e-03	  2.81	-0.5753	306	  1	lasso	 1.29e-03	2.25e-01	-0.57531	0.565082
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000236320.3.wgt.RDat	SLFN14	17	33875144	33885117	0.064725	rs11080335	 2.07	rs9897663	 4.15e-02	 -5.02	 1.4706	408	  3	enet	 5.84e-02	1.62e-06	-1.57673	0.114858
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000236618.2.wgt.RDat	PITPNA-AS1	17	 1420225	 1420387	0.044261	rs11549259	-2.71	rs8069517	 4.77e-03	 -3.66	 0.3123	426	  2	lasso	 3.33e-03	1.36e-01	-0.39668	0.691603
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000236770.1.wgt.RDat	AC079325.5	17	72545538	72548876	0.327706	rs783250	-2.95	rs8076892	 1.03e-01	  6.27	 2.0212	494	 35	enet	 1.68e-01	1.43e-16	 0.42334	0.672044
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000237805.1.wgt.RDat	AC015849.2	17	34195971	34212867	0.091585	rs2735835	 2.08	rs9908011	 6.30e-02	  6.00	 1.1040	331	  6	lasso	 7.03e-02	1.46e-07	 1.06279	0.287879
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000237854.3.wgt.RDat	LINC00674	17	66098049	66111659	0.029542	rs17701598	 2.92	rs8075604	-2.69e-03	  2.85	 0.8439	320	  1	lasso	-6.29e-04	3.81e-01	 0.84388	0.398735
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000238083.3.wgt.RDat	LRRC37A2	17	44588877	44630815	0.507284	rs1373089	 2.51	rs169201	 2.80e-01	 10.39	 1.3279	137	 13	lasso	 2.99e-01	2.61e-30	 1.35421	0.175669
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000239246.2.wgt.RDat	RP11-464D20.2	17	60593682	60594128	0.026623	NA	   NA	NA	       NA	    NA	     NA	  0	  0	enet	 1.35e-03	2.22e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000239291.1.wgt.RDat	RP5-867C24.1	17	45236557	45237359	0.019471	NA	   NA	NA	       NA	    NA	     NA	  0	  0	lasso	 1.44e-02	1.20e-02	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000239672.3.wgt.RDat	NME1	17	49230897	49239789	0.104709	rs9910597	 2.75	rs16949649	 7.40e-02	  5.82	 1.2525	430	  2	lasso	 8.23e-02	1.26e-08	 1.20053	0.229932
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000239697.6.wgt.RDat	TNFSF12	17	 7452208	 7461207	0.284281	rs17882626	-3.45	rs9899183	 1.25e-01	  7.20	 0.1480	482	  8	lasso	 1.68e-01	1.59e-16	-0.65216	0.514297
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000239704.6.wgt.RDat	CDRT4	17	15339332	15406922	0.217452	rs1971159	-3.30	rs2938158	 1.67e-01	 -7.97	 0.5359	401	  4	lasso	 1.62e-01	6.03e-16	-0.30874	0.757517
